frame,x,y,likelihood,time_seconds,speed_px_per_frame
142039,350.79202,331.4415,0.58023506,0.0,0.0
142040,350.79202,331.4415,0.58051586,0.03333333333333333,0.0
142041,350.79202,331.4415,0.80517346,0.06666666666666667,0.0
142042,350.79202,329.91095,0.82693535,0.1,1.5305500000000052
142043,351.4121,322.84747,0.8597576,0.13333333333333333,7.090645169291749
142044,351.88189723809523,322.50202257142854,0.51773095,0.16666666666666666,0.583132378477243
142045,352.35169447619046,322.15657514285715,0.705729,0.2,0.5831323784772092
142046,352.82149171428574,321.8111277142857,0.7383885,0.23333333333333334,0.5831323784772887
142047,353.29128895238097,321.46568028571426,0.64394015,0.26666666666666666,0.583132378477243
142048,353.7610861904762,321.12023285714287,0.7228846,0.3,0.5831323784772092
142049,354.2308834285714,320.7747854285714,0.69300854,0.3333333333333333,0.583132378477243
142050,354.7006806666667,320.429338,0.69259953,0.36666666666666664,0.5831323784772887
142051,355.1704779047619,320.0838905714286,0.69252795,0.4,0.5831323784772092
142052,355.64027514285715,319.73844314285714,0.33968246,0.43333333333333335,0.583132378477243
142053,356.1100723809524,319.3929957142857,0.45293438,0.4666666666666667,0.583132378477243
142054,356.57986961904766,319.0475482857143,0.33371237,0.5,0.5831323784772551
142055,357.0496668571429,318.70210085714285,0.0149127515,0.5333333333333333,0.583132378477243
142056,357.5194640952381,318.3566534285714,0.015595536,0.5666666666666667,0.583132378477243
142057,357.98926133333333,318.011206,0.013426402,0.6,0.5831323784772092
142058,358.45905857142856,317.66575857142857,0.020185927,0.6333333333333333,0.583132378477243
142059,358.92885580952384,317.3203111428571,0.025680952,0.6666666666666666,0.5831323784772887
142060,359.39865304761906,316.9748637142857,0.025208004,0.7,0.583132378477243
142061,359.8684502857143,316.6294162857143,0.019798359,0.7333333333333333,0.5831323784772092
142062,360.3382475238095,316.28396885714284,0.019374302,0.7666666666666667,0.583132378477243
142063,360.8080447619048,315.9385214285714,0.020532832,0.8,0.5831323784772887
142064,361.277842,315.593074,0.021332124,0.8333333333333334,0.5831323784772092
142065,361.74763923809525,315.24762657142855,0.022115422,0.8666666666666667,0.583132378477243
142066,362.21743647619047,314.9021791428571,0.024657281,0.9,0.583132378477243
142067,362.68723371428575,314.5567317142857,0.025261035,0.9333333333333333,0.5831323784772551
142068,363.157030952381,314.21128428571427,0.024859283,0.9666666666666667,0.583132378477243
142069,363.6268281904762,313.8658368571428,0.024831159,1.0,0.583132378477243
142070,364.09662542857143,313.52038942857143,0.026025733,1.0333333333333334,0.5831323784772092
142071,364.56642266666665,313.174942,0.023365024,1.0666666666666667,0.583132378477243
142072,365.03621990476194,312.82949457142854,0.026679046,1.1,0.5831323784772887
142073,365.50601714285716,312.48404714285715,0.02477349,1.1333333333333333,0.5831323784772092
142074,365.9758143809524,312.1385997142857,0.027002536,1.1666666666666667,0.583132378477243
142075,366.4456116190476,311.79315228571426,0.022850204,1.2,0.583132378477243
142076,366.9154088571429,311.44770485714287,0.02261014,1.2333333333333334,0.5831323784772551
142077,367.3852060952381,311.1022574285714,0.022569193,1.2666666666666666,0.583132378477243
142078,367.85500333333334,310.75681,0.02379081,1.3,0.583132378477243
142079,368.32480057142857,310.4113625714286,0.024432624,1.3333333333333333,0.5831323784772092
142080,368.7945978095238,310.06591514285714,0.022911059,1.3666666666666667,0.583132378477243
142081,369.2643950476191,309.7204677142857,0.020577746,1.4,0.5831323784772887
142082,369.7341922857143,309.3750202857143,0.02319937,1.4333333333333333,0.5831323784772092
142083,370.2039895238095,309.02957285714285,0.025566142,1.4666666666666666,0.583132378477243
142084,370.67378676190475,308.6841254285714,0.02380544,1.5,0.583132378477243
142085,371.14358400000003,308.33867799999996,0.02376969,1.5333333333333334,0.5831323784772887
142086,371.61338123809526,307.99323057142857,0.023682205,1.5666666666666667,0.5831323784772092
142087,372.0831784761905,307.6477831428571,0.026752468,1.6,0.583132378477243
142088,372.5529757142857,307.3023357142857,0.030835377,1.6333333333333333,0.583132378477243
142089,373.02277295238093,306.9568882857143,0.024259096,1.6666666666666667,0.5831323784772092
142090,373.4925701904762,306.61144085714284,0.021337513,1.7,0.5831323784772887
142091,373.96236742857144,306.2659934285714,0.022054985,1.7333333333333334,0.583132378477243
142092,374.43216466666667,305.920546,0.021851396,1.7666666666666666,0.5831323784772092
142093,374.9019619047619,305.57509857142855,0.021648511,1.8,0.583132378477243
142094,375.3717591428572,305.2296511428571,0.021873342,1.8333333333333333,0.5831323784772887
142095,375.8415563809524,304.8842037142857,0.01871546,1.8666666666666667,0.5831323784772092
142096,376.3113536190476,304.53875628571427,0.018393211,1.9,0.583132378477243
142097,376.78115085714285,304.1933088571428,0.018391024,1.9333333333333333,0.583132378477243
142098,377.25094809523813,303.84786142857143,0.017491994,1.9666666666666666,0.5831323784772551
142099,377.72074533333335,303.502414,0.02025757,2.0,0.583132378477243
142100,378.1905425714286,303.15696657142854,0.016292347,2.033333333333333,0.583132378477243
142101,378.6603398095238,302.81151914285715,0.018248897,2.066666666666667,0.5831323784772092
142102,379.1301370476191,302.4660717142857,0.019735938,2.1,0.5831323784772887
142103,379.5999342857143,302.12062428571426,0.017832177,2.1333333333333333,0.583132378477243
142104,380.06973152380954,301.77517685714287,0.020565439,2.1666666666666665,0.5831323784772092
142105,380.53952876190476,301.4297294285714,0.021248596,2.2,0.583132378477243
142106,381.009326,301.084282,0.022099322,2.2333333333333334,0.583132378477243
142107,381.47912323809527,300.7388345714286,0.021246582,2.2666666666666666,0.5831323784772551
142108,381.9489204761905,300.39338714285714,0.024976268,2.3,0.583132378477243
142109,382.4187177142857,300.0479397142857,0.02140711,2.3333333333333335,0.583132378477243
142110,382.88851495238094,299.70249228571424,0.019624827,2.3666666666666667,0.583132378477243
142111,383.3583121904762,299.35704485714285,0.018435132,2.4,0.5831323784772551
142112,383.82810942857145,299.0115974285714,0.018177593,2.433333333333333,0.583132378477243
142113,384.2979066666667,298.66615,0.018517742,2.466666666666667,0.5831323784772092
142114,384.7677039047619,298.32070257142857,0.017819656,2.5,0.583132378477243
142115,385.2375011428571,297.9752551428571,0.018460654,2.533333333333333,0.583132378477243
142116,385.7072983809524,297.6298077142857,0.017733028,2.566666666666667,0.5831323784772887
142117,386.17709561904763,297.2843602857143,0.015727973,2.6,0.5831323784772092
142118,386.64689285714286,296.93891285714284,0.015877986,2.6333333333333333,0.583132378477243
142119,387.1166900952381,296.5934654285714,0.01729469,2.6666666666666665,0.583132378477243
142120,387.58648733333337,296.248018,0.024237383,2.7,0.5831323784772551
142121,388.0562845714286,295.90257057142856,0.025334138,2.7333333333333334,0.583132378477243
142122,388.5260818095238,295.5571231428571,0.024080371,2.7666666666666666,0.583132378477243
142123,388.99587904761904,295.2116757142857,0.023288812,2.8,0.5831323784772092
142124,389.46567628571427,294.86622828571427,0.026412195,2.8333333333333335,0.583132378477243
142125,389.93547352380955,294.5207808571428,0.025121821,2.8666666666666667,0.5831323784772887
142126,390.4052707619048,294.17533342857143,0.027427206,2.9,0.5831323784772092
142127,390.875068,293.829886,0.02836896,2.933333333333333,0.583132378477243
142128,391.3448652380952,293.48443857142854,0.0334195,2.966666666666667,0.583132378477243
142129,391.8146624761905,293.13899114285715,0.033339705,3.0,0.5831323784772551
142130,392.28445971428573,292.7935437142857,0.035075516,3.033333333333333,0.583132378477243
142131,392.75425695238096,292.44809628571426,0.034412004,3.066666666666667,0.583132378477243
142132,393.2240541904762,292.10264885714287,0.028557483,3.1,0.5831323784772092
142133,393.69385142857146,291.7572014285714,0.029285988,3.1333333333333333,0.5831323784772887
142134,394.1636486666667,291.411754,0.02101338,3.1666666666666665,0.583132378477243
142135,394.6334459047619,291.0663065714286,0.02299343,3.2,0.5831323784772092
142136,395.10324314285714,290.72085914285714,0.0195025,3.2333333333333334,0.583132378477243
142137,395.5730403809524,290.3754117142857,0.01759912,3.2666666666666666,0.5831323784772887
142138,396.04283761904765,290.0299642857143,0.020052407,3.3,0.5831323784772092
142139,396.51263485714287,289.68451685714285,0.017607048,3.3333333333333335,0.583132378477243
142140,396.9824320952381,289.3390694285714,0.017133098,3.3666666666666667,0.583132378477243
142141,397.4522293333333,288.99362199999996,0.017208572,3.4,0.583132378477243
142142,397.9220265714286,288.64817457142857,0.015409129,3.433333333333333,0.5831323784772551
142143,398.3918238095238,288.3027271428571,0.019589154,3.466666666666667,0.583132378477243
142144,398.86162104761905,287.95727971428573,0.02027121,3.5,0.5831323784772092
142145,399.3314182857143,287.6118322857143,0.019877821,3.533333333333333,0.583132378477243
142146,399.80121552380956,287.26638485714284,0.018482262,3.566666666666667,0.5831323784772887
142147,400.2710127619048,286.9209374285714,0.020536536,3.6,0.583132378477243
142148,400.74081,286.57549,0.024837943,3.6333333333333333,0.5831323784772092
142149,401.21060723809524,286.23004257142856,0.02102878,3.6666666666666665,0.583132378477243
142150,401.68040447619046,285.8845951428571,0.018666616,3.7,0.583132378477243
142151,402.15020171428574,285.5391477142857,0.018280605,3.7333333333333334,0.5831323784772551
142152,402.61999895238097,285.19370028571427,0.020157574,3.7666666666666666,0.583132378477243
142153,403.0897961904762,284.8482528571428,0.020965686,3.8,0.583132378477243
142154,403.5595934285714,284.50280542857143,0.019292481,3.8333333333333335,0.5831323784772092
142155,404.0293906666667,284.157358,0.018266799,3.8666666666666667,0.5831323784772887
142156,404.4991879047619,283.81191057142854,0.019476375,3.9,0.583132378477243
142157,404.96898514285715,283.46646314285715,0.018896546,3.933333333333333,0.5831323784772092
142158,405.4387823809524,283.1210157142857,0.019501317,3.966666666666667,0.583132378477243
142159,405.9085796190476,282.77556828571426,0.019503362,4.0,0.583132378477243
142160,406.3783768571429,282.43012085714287,0.019207658,4.033333333333333,0.5831323784772551
142161,406.8481740952381,282.0846734285714,0.018884743,4.066666666666666,0.583132378477243
142162,407.31797133333333,281.739226,0.0205246,4.1,0.583132378477243
142163,407.78776857142856,281.3937785714286,0.019415379,4.133333333333334,0.5831323784772092
142164,408.25756580952384,281.04833114285714,0.021137588,4.166666666666667,0.5831323784772887
142165,408.72736304761906,280.7028837142857,0.020219292,4.2,0.583132378477243
142166,409.1971602857143,280.35743628571424,0.021904934,4.233333333333333,0.583132378477243
142167,409.6669575238095,280.01198885714285,0.02190225,4.266666666666667,0.5831323784772092
142168,410.1367547619048,279.6665414285714,0.020311495,4.3,0.5831323784772887
142169,410.606552,279.321094,0.02018904,4.333333333333333,0.5831323784772092
142170,411.07634923809525,278.97564657142857,0.024293158,4.366666666666666,0.583132378477243
142171,411.5461464761905,278.6301991428571,0.020724416,4.4,0.583132378477243
142172,412.01594371428575,278.2847517142857,0.02339078,4.433333333333334,0.5831323784772887
142173,412.485740952381,277.9393042857143,0.023221234,4.466666666666667,0.5831323784772092
