0,1
369,443
369,304
409,305
408,342
479,340
480,304
444,304
444,268
482,269
481,232
410,229
410,267
297,265
298,227
223,227
223,264
261,264
259,302
223,301
223,337
296,340
296,304
333,304
331,447
370,444
