maze,0:0:2:966,
maze,0:0:3:982,
maze,0:0:1:164,
maze,0:0:5:636,
maze,0:0:8:405,
maze,0:0:9:979,
maze,0:0:46:587,
maze,0:0:47:749,
maze,0:0:48:47,
maze,0:0:49:699,
maze,0:0:9:67,
maze,0:0:11:184,
maze,0:0:12:161,
maze,0:0:12:931,
maze,0:0:17:667,
